"","area_type","size","total_sqft","bath","balcony","price"
"835","3",2,1022,2,2,40
"836","3",2,1000,2,2,45
"837","1",2,1128,2,1,68.75
"838","1",2,1180,2,2,57
"839","3",6,1000,6,1,69
"840","2",2,1200,2,1,150
"841","1",3,3761,3,2,660
"842","1",2,1339,2,3,75
"843","1",3,1400,2,3,55
"844","1",2,1040,2,1,39.52
"845","1",2,1198,2,2,58
"846","2",4,1200,3,1.58437573755015,95
"847","1",3,1691,3,2,113
"848","1",3,1075,3,2,36
"849","1",3,1630,3,2,194
"850","1",3,1240,3,2,43.5
"851","1",2,1554.94202937352,2,0,58.935
"852","1",3,1665,3,2,86.58
"853","3",3,2489,3,1.58437573755015,94
"854","3",2,1142,2,2,70
"855","1",3,1976,3,1,184
"856","2",4,5500,4,1.58437573755015,600
"857","1",3,1853,3,2,82
"858","2",8,600,4,1,72
"859","1",2,1567,2,2,92
"860","1",2,1090,2,1,27.24
"861","2",6,1200,4,2,125
"862","2",4,2400,4,1,640
"863","1",2,1175,2,2,51.47
"864","3",2,1200,2,2,52
"865","3",2,995,2,1,41
"866","1",2,884,2,1,41.1
"867","2",5,900,3,2,80
"868","3",2,1170,2,2,57
"869","1",2,1225,2,1,46.55
"870","1",2,1342,2,1,73.3
"871","3",2,1345,2,1,67
"872","3",3,1320,3,0,65
"873","1",2,1554.94202937352,2,1.58437573755015,45
"874","1",2,1140,2,1,49.39
"875","1",2,1300,2,1,50
"876","1",3,1652,3,2,85
"877","1",3,2072,4,2,142
"878","3",3,1740,2,1.58437573755015,95
"879","1",3,1360,2,1,71
"880","1",3,1145,2,2,60
"881","3",3,1540,2,0,40
"882","1",2,1278,2,2,95
"883","1",1,630,1,1,40
"884","1",3,1100,3,2,58
"885","2",3,1200,3,0,95
"886","3",7,2500,6,2,115
"887","1",1,1554.94202937352,1,0,15.135
"888","1",2,1015,2,2,25.88
"889","3",5,3300,5,2,240
"890","2",5,4500,5,1,415
"891","1",3,1356,2,3,66
"892","1",2,823,2,1,28
"893","2",3,1200,2,0,66
"894","3",2,1050,2,0,37
"895","1",2,1180,2,1,69
"896","1",2,1116,2,3,51.91
"897","1",2,1070,2,1,42.79
"898","1",2,1385,2,3,80
"899","2",1,1000,1,1,70
"900","3",3,1897,3,2,130
"901","1",2,1005,2,1,55.78
"902","1",3,1575,3,2,125
"903","1",2,975,2,1,65
"904","1",3,1904,3,2,120
"905","1",1,930,1,1,30
"906","1",1,525,1,1,26
"907","1",1,686,1,1,17
"908","2",2,2400,3,1,150
"909","2",2,1410,1,0,233
"910","3",3,2238,3,1,140
"911","1",2,1174,2,1,69
"912","3",4,3800,4,3,239
"913","1",3,2225,2,1,125
"914","1",2,1250,2,0,200
"915","1",2,918,2,2,52
"916","1",2,1250,2,3,52
"917","1",3,1800,3,1.58437573755015,110
"918","3",2,1170,2,3,53
"919","1",1,1300,1,0,200
"920","3",2,793,2,1,45
"921","1",3,1710,3,2,107
"922","1",3,1082,2,1,57.5
"923","1",2,1001,2,2,33.03
"924","3",4,1500,4,1.58437573755015,180
"925","1",3,1590,2,1,54
"926","1",3,2400,2,0,80
"927","1",3,1554,3,2,55
"928","1",2,1554.94202937352,2,0,43.415
"929","1",5,4239,5,2,423
"930","3",2,884,1,0,58
"931","1",2,1045,2,1,98.89
"932","1",2,1019,2,2,49.86
"933","1",3,1935,4,2,130
"934","1",3,1135,2,2,39.73
"935","1",3,1680,3,2,150
"936","1",4,2470,5,2,247
"937","1",4,2825,4,3,250
"938","1",3,2480,3,1,330
"939","2",9,1260,11,1.58437573755015,290
"940","2",5,1800,4,3,187
"941","3",3,1799,3,3,90
"942","1",4,1554.94202937352,2.69260964746735,1.58437573755015,304
"943","3",1,400,1,1,11
"944","3",2,1047,2,1,82
"945","1",2,1282,2,2,87
"946","1",2,1020,2,1,45.9
"947","2",4,1080,3,1,155
"948","1",2,1495,2,1,79.5
"949","3",4,3260,4,1,240
"950","1",3,1611,2,2,64.44
"951","1",4,3500,5,2,425
"952","3",3,1500,2,2,95
"953","1",3,1500,2,2,95
"954","2",4,3206,5,1.58437573755015,270
"955","1",3,1540,3,0,50
"956","1",3,1639,3,1,80
"957","2",4,700,4,1.58437573755015,72
"958","1",2,1303,2,2,55.79
"959","1",2,1005,1,1,110
"960","1",1,1554.94202937352,1,0,18.41
"961","1",3,1305,3,1,33.28
"962","2",3,600,4,0,95
"963","1",2,1300,1,1,115
"964","1",3,1440,2,3,68
"965","1",2,901,2,1,35.14
"966","1",3,1725,3,3,200
"967","3",3,900,2,1,42
"968","1",2,1060,2,1,55
"969","1",2,1020,2,1,48.45
"970","1",3,1535,3,2,65.99
"971","3",1,530,1,1,20
"972","1",3,1464,3,2,56
"973","1",2,1350,2,3,80
"974","1",2,1115,2,2,50
"975","1",2,1175,2,2,47
"976","3",2,1113,2,1,62
"977","2",6,1200,4,2,225
"978","2",5,1640,4,3,240
"979","3",2,650,2,0,42
"980","1",2,1325,2,2,71.55
"981","3",2,950,2,3,31
"982","1",3,1396,2,1,86.51
"983","1",2,1050,2,2,52.07
"984","1",3,1825,3,2,100
"985","1",2,1190,2,1,49.98
"986","1",2,1220,2,1,56.5
"987","1",3,1565,2,2,75
"988","1",3,1891,3,1,109
"989","3",2,900,2,0,27
"990","1",2,1161,2,1,55.15
"991","1",1,1554.94202937352,1,0,17.535
"992","2",8,2400,6,3,125
"993","2",4,315,4,2,90
"994","1",1,665,1,1,36.85
"995","1",2,1175,2,1,73.5
"996","3",2,1425,2,2,80
"997","2",1,1200,1,0,20
"998","2",3,1200,3,1,56.12
"999","3",2,1255,2,2,67
"1000","1",3,2112.95,4,2,145
"1001","1",1,600,1,1,22
"1002","1",3,1810,3,2,100
"1003","1",2,1200,2,2,93
"1004","1",2,1033,2,2,49
"1005","1",3,1548,3,2,89.5
"1006","1",3,1611,3,3,66
"1007","3",3,1400,2,1,40.43
"1008","1",3,1485,2,2,67
"1009","3",2,2400,2,1,82
"1010","1",2,1025,2,1,44.5
"1011","2",4,600,3,2,65
"1012","1",2,1225,2,1.58437573755015,53
"1013","3",2,1256,2,1,62.8
"1014","1",4,2268,3,2,163
"1015","1",3,1100,3,2,53
"1016","1",2,1141,2,0,62
"1017","3",1,400,1,1,12
"1018","2",2,1400,2,0,60
"1019","1",7,4100,7,1.58437573755015,140
"1020","2",1,1554.94202937352,1,0,110
"1021","4",1,15,1,0,30
"1022","1",2,1175,2,2,48.27
"1023","1",2,1100,2,1,56
"1024","1",3,1843,3,2,95.84
"1025","2",8,1200,7,2,240
"1026","1",2,1460,2,1,80.5
"1027","1",3,1530,2,2,74.5
"1028","3",2,1467,2,1,55
"1029","1",1,950,1,1,40
"1030","1",2,1246,2,1,64.5
"1031","1",1,711,1,1,38
"1032","1",2,1194,2,2,46
"1033","1",3,1358,2,1,43.4
"1034","4",6,1500,5,1,130
"1035","1",2,1420,2,2,75
"1036","1",3,1250,2,1,68.75
"1037","3",2,1280,2,1.58437573755015,58
"1038","1",2,1209,2,1,50
"1039","3",5,4200,5,2,225
"1040","2",4,1215,4,3,205
"1041","1",3,1315,2,1,54.8
"1042","1",3,1800,3,3,90
"1043","3",5,1600,4,0,125
"1044","1",3,1600,2,2,65
"1045","2",6,3968,5,2,900
"1046","1",3,1563,3,2,52
"1047","1",3,1560,2,2,72
"1048","1",3,2169,4,1.58437573755015,115
"1049","2",9,900,10,1.58437573755015,170
"1050","1",2,1050,2,2,55.5
"1051","1",3,3235,3,1,235
"1052","2",3,1200,3,0,66
"1053","1",2,1140,2,2,46
"1054","2",3,1500,3,1,170
"1055","1",3,1560,3,2,75
"1056","1",2,1100,2,2,70
"1057","1",3,1260,2,3,40.32
"1058","1",2,1036,2,1,50
"1059","3",3,1662,3,3,85.1
"1060","1",3,1464,2,3,105
"1061","1",2,1234,2,2,80
"1062","1",3,1403,3,1,55
"1063","2",4,915,4,1,54.9
"1064","2",6,3000,8,3,451
"1065","1",3,1150,2,2,42.9
"1066","3",4,3900,4,2,410
"1067","3",5,850,4,2,90
"1068","1",2,929,2,1,46
"1069","2",6,2400,8,3,450
"1070","2",3,1350,2,1,75
"1071","1",2,1135,2,1,39.73
"1072","3",2,1405,2,2,70
"1073","2",2,1200,2,1,45.84
"1074","1",4,2805,4,3,154
"1075","1",2,1161,2,2,64.08
"1076","1",2,1290,2,3,74
"1077","1",3,2557,3,2,141
"1078","3",3,1480,3,2,90
"1079","2",9,3300,14,1.58437573755015,500
"1080","1",3,1350,3,0,54.54
"1081","1",3,1580,2,2,65
"1082","1",3,1470,2,1,88.64
"1083","1",1,500,1,1,14
"1084","1",2,1346,2,1,61.92
"1085","1",3,1600,3,3,90
"1086","1",2,720,2,1,120
"1087","2",2,1554.94202937352,2,2,29.5
"1088","2",4,1200,4,0,135
"1089","1",2,1200,2,2,35
"1090","3",3,1340,2,2,48.33
"1091","2",4,6136,4,1.58437573755015,560
"1092","1",2,918,2,2,48
"1093","2",3,1500,3,2,115
"1094","1",2,1315,2,2,85
"1095","2",4,2400,5,1.58437573755015,775
"1096","1",3,1390,2,2,62.55
"1097","1",3,1330,2,1,56
"1098","3",5,3100,4,1.58437573755015,265
"1099","1",3,1824,3,3,125
"1100","1",3,1420,2,2,96
"1101","2",1,750,1,0,56.25
"1102","1",3,1260,2,1,60
"1103","1",3,1561,3,2,95
"1104","2",9,812,6,3,165
"1105","1",2,1060,2,2,42
"1106","2",8,1120,8,3,145
"1107","1",2,1225,2,1,67.38
"1108","1",3,2144,3,2,135
"1109","2",7,1200,6,2,140
"1110","1",2,880,2,2,29
"1111","1",3,1639,3,2,110
"1112","3",3,1240,2,1,62
"1113","1",2,1500,2,2,69
"1114","1",2,1243,2,1,46
"1115","1",3,1575,3,1.58437573755015,78
"1116","1",2,1027,2,2,44
"1117","1",3,1082,2,1,56
"1118","1",3,1637,3,3,73
"1119","1",3,1665,3,2,86.58
"1120","1",2,1265,2,0,56.93
"1121","1",3,1691,2,2,102
"1122","1",2,1100,2,1,38
"1123","3",5,24,2,2,150
"1124","2",3,1500,3,2,62
"1125","3",4,3205,5,1,380
"1126","3",5,1666,4,1,150
"1127","1",2,1115,2,2,50
"1128","1",2,1070,2,1,45
"1129","1",2,1128,2,2,105
"1130","1",2,1162,2,1,57
"1131","1",2,1339,2,2,55
"1132","1",2,1192,2,2,75
"1133","1",3,1920,3,1,115
"1134","1",2,1255,2,1,52.32
"1135","1",2,1357,2,1,115
"1136","1",3,1600,3,2,75
"1137","1",2,1225,2,2,55.11
"1138","2",4,2400,4,3,200
"1139","1",3,1570,3,3,80
"1140","1",2,1093,2,2,70
"1141","3",3,1865,3,3,145
"1142","2",6,1200,7,3,165
"1143","1",2,1039,2,2,80
"1144","1",2,1246,2,1,64.5
"1145","1",3,1985,3,2,75
"1146","1",3,1590,3,3,49
"1147","2",4,4000,4,2,675
"1148","1",2,775,2,2,38
"1149","1",2,1000,2,1,50
"1150","1",3,1800,3,2,175
"1151","1",2,1035,2,1,41
"1152","1",3,1520,2,1,75
"1153","1",2,1360,2,1,95
"1154","2",4,6000,5,3,400
"1155","1",2,1117,2,2,56
"1156","2",4,1200,4,3,120
"1157","1",2,1330,2,1,92.5
"1158","1",3,1937,3,2,160
"1159","1",2,1128,2,1,65.49
"1160","1",2,1053,2,1,45
"1161","1",2,1198,2,1,77
"1162","1",2,1152,2,1,56
"1163","1",6,1200,6,2,125
"1164","1",2,1625,2,1,75
"1165","1",3,1397,3,3,105
"1166","1",3,1523,3,3,170
"1167","1",2,883,2,1,45
"1168","1",1,700,1,0,38
"1169","1",2,1170,2,1,62.5
"1170","1",3,1200,2,2,42
"1171","3",3,2400,3,2,170
"1172","1",2,1480,2,2,65
"1173","1",3,1897,3,2,120
"1174","1",2,996,2,1,67
"1175","1",3,1875,3,2,110
"1176","1",3,1500,2,2,98
"1177","1",3,3095,3,3,350
"1178","1",3,1390,2,1,175
"1179","1",3,1554.94202937352,3,0,65.255
"1180","1",1,697,1,0,45
"1181","3",1,710,1,1,27
"1182","4",2,910,2,1,30.5
"1183","3",3,1025,2,1,48
"1184","1",2,1554.94202937352,2,0,46.5
"1185","2",4,1200,4,1.58437573755015,244
"1186","1",3,1453,2,1,46.48
"1187","1",4,3335,5,2,300
"1188","1",2,1554.94202937352,2,0,36.435
"1189","1",2,1281,2,1,74
"1190","3",1,565,1,1,35
"1191","3",2,1024,2,2,42
"1192","3",3,1620,3,2,62
"1193","1",2,1254,2,2,40
"1194","3",3,1300,2,2,75
"1195","3",2,1233,2,2,43
"1196","2",1,1200,1,1,28
"1197","1",3,1510,2,1,105
"1198","1",2,950,2,1,65
"1199","1",3,1945,3,2,97.42
"1200","1",2,1008,2,3,45
"1201","1",3,1265,2,1,79
"1202","1",3,1255,2,1,77.68
"1203","3",4,2689,6,2,220
"1204","3",2,1200,2,2,46.17
"1205","1",3,1403,3,3,51.63
"1206","1",3,1535,3,2,85
"1207","2",3,1500,3,3,100
"1208","1",3,1475,2,2,120
"1209","1",3,1390,2,2,60.47
"1210","1",3,1278,2,1,53.76
"1211","1",2,1133,2,2,55
"1212","2",5,1560,5,1,145
"1213","2",5,2900,5,2,90
"1214","1",2,1170,2,1,51.99
"1215","2",3,1200,3,3,200
"1216","1",3,1697,3,2,94.79
"1217","1",3,1651,3,3,97.38
"1218","1",3,1560,3,1,188
"1219","1",3,1192,2,1,60
"1220","3",2,1078,2,3,65
"1221","2",7,800,7,3,105
"1222","1",2,1349,2,2,78
"1223","2",9,2300,8,1,210
"1224","1",3,1680,3,2,120
"1225","1",3,1314,2,2,63
"1226","1",2,1060,2,1,48.7
"1227","3",2,820,2,0,39
"1228","2",4,5000,4,3,400
"1229","1",3,2000,3,2,85
"1230","1",2,856,2,3,40
"1231","1",3,1621,4,0,130
"1232","2",3,1200,3,1,68.4
"1233","1",3,1484,3,2,52.5
"1234","2",4,600,5,2,60
"1235","2",4,14000,3,2,800
"1236","1",1,500,1,1,20
"1237","1",1,485,1,1,15
"1238","1",2,1050,2,1,42
"1239","1",3,1617,3,3,66.68
"1240","3",2,550,1,1,16
"1241","3",3,1384,3,2,62.28
"1242","1",2,1408,2,2,85
"1243","3",2,1150,2,1,49
"1244","1",3,1410,2,2,75
"1245","3",4,2150,4,1,100
"1246","1",3,2292,4,1,275
"1247","3",3,2006,3,1.58437573755015,297
"1248","3",3,1508,3,2,70.25
"1249","3",2,1040,2,2,50
"1250","2",2,1240,2,1,60
"1251","1",3,1535,3,1,78
"1252","3",2,1180,2,2,75
"1253","3",6,2200,6,2,68
"1254","1",2,1400,2,2,78
"1255","1",1,500,1,1,25
"1256","2",4,4800,4,3,525
"1257","1",3,1984,4,1,146
"1258","2",4,3000,5,3,250
"1259","1",3,1960,3,3,160
"1260","1",2,1035,2,1,45
"1261","3",4,2150,4,1,80
"1262","3",3,1700,3,2,115
"1263","1",4,3024,5,1,248
"1264","1",3,1586,3,1,100
"1265","3",3,2264,2.69260964746735,1.58437573755015,155
"1266","2",4,2325,4,1,120
"1267","1",2,1120,2,2,55
"1268","1",3,1554.94202937352,2.69260964746735,1.58437573755015,67.98
"1269","1",2,1128,2,2,59
"1270","2",6,1200,6,2,250
"1271","1",2,924,2,2,65
"1272","1",3,1600,3,2,52
"1273","1",2,1006,2,2,35
"1274","1",2,1200,2,2,55
"1275","1",2,1250,2,1,62
"1276","2",3,1200,3,1,130
"1277","3",2,957,2,1,56
"1278","1",2,1140,2,2,41
"1279","1",2,1050,2,1,67
"1280","1",3,1565,3,2,88.5
"1281","1",2,1190,2,3,57
"1282","3",3,2842,3,2,162
"1283","3",3,1558.67,2,2,65
"1284","1",1,630,1,1,39
"1285","1",3,1403,2,2,60.81
"1286","1",3,1542,2,3,85
"1287","3",4,2750,4,0,220
"1288","1",4,3596,5,1,290
"1289","1",3,1635,2,1.58437573755015,78
"1290","1",2,1239,2,1,53
"1291","1",2,1194,2,2,47
"1292","1",3,1596,3,1,105
"1293","1",2,1009,2,1,38.34
"1294","1",3,1726,3,2,81.99
"1295","1",3,1535,3,2,86
"1296","1",3,1300,2,1,58.5
"1297","2",4,3100,4,2,465
"1298","1",3,1800,3,3,80
"1299","1",1,665,1,0,50.75
"1300","2",9,4050,7,1,1200
"1301","2",3,1500,2,1,100
"1302","3",2,925,2,2,48
"1303","1",4,3356,4,1.58437573755015,251
"1304","1",2,1395,2,1,63.59
"1305","1",3,1415,2,1,55
"1306","1",3,1419,2,2,59
"1307","1",2,1121,2,2,78
"1308","1",3,1082,2,1,45
"1309","1",2,1100,2,1,47
"1310","1",3,1606,3,3,89.55
"1311","3",3,1650,3,2,88
"1312","1",3,4634,4,3,1015
"1313","1",2,1206,2,3,75
"1314","3",3,1495,2,0,64
"1315","2",8,840,7,2,195
"1316","1",2,710,2,2,16
"1317","1",2,1210,2,1,72
"1318","1",3,1523,2,2,53.4
"1319","1",2,1232,2,2,45
"1320","1",1,680,1,1,44
"1321","1",3,1355,3,1,83.87
"1322","1",3,1430,2,2,51.46
"1323","1",3,1275,2,2,43.85
"1324","1",2,1070,2,1,56.1
"1325","2",3,1200,3,1,85
"1326","2",4,2000,4,0,120
"1327","1",2,1200,2,2,40
"1328","1",3,1610,3,1,90
"1329","1",2,1140,2,2,43
"1330","1",2,1143,2,2,38.65
"1331","1",4,3467.86,6,3,249
"1332","1",3,1530,2,2,74.4
"1333","1",2,980,2,2,69
"1334","1",3,1485,3,2,65
"1335","2",3,1500,3,1,130
"1336","1",2,1280,2,1,75
"1337","1",2,1265,2,2,85
"1338","3",2,1132,2,1,67
"1339","1",2,1262,2,2,63
"1340","1",2,940,2,1,49
"1341","1",3,1515,3,3,88
"1342","1",3,1300,3,3,150
"1343","3",3,1840,3,1,69
"1344","3",2,890,2,2,45
"1345","1",3,1655,3,2,86.06
"1346","1",3,2060,3,1,149
"1347","1",3,1730,3,1,96
"1348","3",3,2195,4,2,127
"1349","1",3,1650,3,2,125
"1350","2",2,1200,2,0,71
"1351","1",2,1079,2,1,32.37
"1352","1",2,1085,2,1,36
"1353","3",7,5000,7,1.58437573755015,299
"1354","1",2,1075,2,1,51.5
"1355","1",2,1380,2,1,80
"1356","1",3,1450,3,1,65
"1357","1",2,1200,2,2,78
"1358","1",3,3200,4,1.58437573755015,350
"1359","1",3,1639,3,1,98.32
"1360","1",2,1200,2,1,54
"1361","1",3,1739,3,1,116
"1362","3",4,4346,5,1.58437573755015,500
"1363","1",2,935,2,1,32.72
"1364","1",2.8055074862689,510,1,1,25.25
"1365","2",6,1200,6,3,180
"1366","1",2,1178,2,3,47
"1367","3",3,1375,2,1,50
"1368","1",3,1065,2,1,33
"1369","1",3,1450,2,1,50.75
"1370","3",2,999,2,3,45
"1371","1",2,4400,3,2,475
"1372","2",5,1350,4,1,135
"1373","3",2,1100,2,2,40
"1374","1",3,1835,2,3,155
"1375","1",4,2090,4,0,95.1
"1376","1",3,1519,3,1,93
"1377","3",3,1267,3,2,56
"1378","1",2,1150,2,3,72.2
"1379","1",2,1146,2,1,70
"1380","2",8,1200,7,0,235
"1381","3",3,1550,3,3,65
"1382","3",2,850,1,1,18.5
"1383","1",3,2200,3,1.58437573755015,187
"1384","3",3,3329,3,2,330
"1385","4",1,785,1,1,55
"1386","1",3,2900,4,1.58437573755015,300
"1387","3",3,1610,3,2,74
"1388","1",2,921,2,2,40
"1389","2",3,850,3,2,95
"1390","3",5,2700,5,0,158
"1391","1",3,1700,3,3,110
"1392","3",2,1020,2,2,35
"1393","1",2,1090,2,3,52
"1394","2",4,3600,4,1.58437573755015,300
"1395","1",2,1027,2,2,44
"1396","1",2,1185,2,2,42.1
"1397","1",2,850,2,1,25
"1398","3",2,1197,2,1,84
"1399","1",4,3500,3,3,450
"1400","1",2,920,2,2,39.55
"1401","1",9,1554.94202937352,9,1,296
"1402","1",2,1105,2,1,65
"1403","1",3,1850,3,3,100
"1404","1",3,1300,3,1,64
"1405","3",3,1595,3,2,76
"1406","1",4,3073,5,2,696
"1407","3",2,755,2,1,37.49
"1408","3",5,4050,5,2,140
"1409","1",3,1300,2,3,69
"1410","3",2,1215,2,0,50
"1411","1",2,900,2,1,46
"1412","1",2,1145,2,3,58.4
"1413","1",2,1093,2,2,65
"1414","1",3,1213,2,2,41.39
"1415","1",3,1654,3,2,100
"1416","1",2,1105,2,1,52.48
"1417","1",3,1611,2,2,66
"1418","3",2,1367,2,2,62
"1419","1",2,1010,2,1,51
"1420","2",3,750,2,1,75
"1421","4",3,1535,3,1,95
"1422","1",2,620,2,1,22
"1423","3",2,982,2,1,47.65
"1424","1",2,1700,2,2,150
"1425","1",2,1330,2,1,71
"1426","3",3,2500,3,2,135
"1427","1",3,1475,2,2,58.99
"1428","1",3,1410,3,1,65
"1429","1",1,440,1,1,16.5
"1430","1",3,1614,3,2,95
"1431","1",2,1363,2,2,68
"1432","3",2,650,2,0,28
"1433","1",2,1015,2,1,45
"1434","1",2,1156,2,2,46
"1435","1",2,1100,2,1,62.7
"1436","1",3,1455,3,2,46
"1437","1",2,930,2,1,45
"1438","3",3,1650,2,2,80
"1439","3",2,1200,2,0,90
"1440","2",1,700,1,0,150
"1441","1",4,2900,3,1.58437573755015,135
"1442","1",3,1890,4,3,127
"1443","1",3,2197,4,3,280
"1444","1",3,3522,3,2,380
"1445","1",3,1240,2,2,46
"1446","3",2,1440,2,2,98
"1447","1",1,650,1,2,38
"1448","1",1,764,1,1,32
"1449","2",5,900,4,0,90
"1450","1",3,1693,3,3,57.39
"1451","3",3,1445,3,2,65
"1452","1",2,900,1,0,45
"1453","1",2,1030,2,1.58437573755015,55
"1454","1",3,1381,2,2,52.48
"1455","3",2,1100,2,1,60
"1456","1",3,1575,3,2,66.39
"1457","2",2,1200,2,1,65
"1458","1",2,1200,2,2,43.2
"1459","1",2,1080,2,2,80
"1460","2",5,2280,5,1.58437573755015,200
"1461","1",3,1360,2,2,85
"1462","1",3,1865,3,1,124
"1463","1",3,1157,2,1,75
"1464","1",2,674,2,1,29
"1465","1",3,1405,2,1,78
"1466","1",2,1160,2,2,44.08
"1467","2",4,1600,3,1,172
"1468","1",3,1790,3,2,127
"1469","1",2,1128,2,1,65.65
"1470","1",2,1180,2,1,70
"1471","3",3,1450,2,2,85
"1472","3",1,340,1,1,10
"1473","3",4,2000,3,1,166
"1474","1",2,1050,2,2,53.5
"1475","1",2,1125,2,2,40
"1476","1",2,1246,2,1,68
"1477","1",2,1372,2,1,61
"1478","1",3,1330,2,1,56
"1479","1",3,2465,5,2,234
"1480","1",2,1300,2,3,55
"1481","2",2,1420,1,0,220
"1482","2",4,810,4,1,50
"1483","1",2,1065,2,1,35
"1484","3",2,700,2,0,27
"1485","4",2,1554.94202937352,2,0,42.72
"1486","1",2,1050,2,1,45
"1487","1",3,1250,3,3,39.5
"1488","3",2,865,2,0,42
"1489","1",2,1200,2,2,44
"1490","3",3,1756,3,3,100
"1491","2",9,750,8,1.58437573755015,150
"1492","1",1,628,1,1,24
"1493","2",7,1200,6,2,195
"1494","1",2,1207,2,2,63
"1495","1",3,1765,3,1,125
"1496","3",2,1130,2,1,32.64
"1497","1",3,1532,3,3,92
"1498","3",3,1650,3,0,110
"1499","3",4,1200,4,2,105
"1500","4",2,804.1,2,1,69.09
"1501","1",2,1200,2,2,75
"1502","1",2,1197,2,2,50
"1503","3",2,1200,2,2,66
"1504","1",3,1385,2,2,48.48
"1505","1",2,1010,2,3,148
"1506","1",3,2225,3,3,115
"1507","1",2,1180,2,2,48
"1508","1",3,1525,2,3,122
"1509","1",2,1100,2,2,31.5
"1510","1",3,1435,3,3,70
"1511","3",1,400,1,1,14
"1512","1",2,1200,2,2,50
"1513","1",2,1272,2,1,95.05
"1514","1",2,1205,2,1,39
"1515","3",2,980,2,1,40
"1516","1",2,1225,2,2,46.86
"1517","3",3,1541,3,1,72
"1518","1",3,1610,2,2,111
"1519","1",2,1694,2,2,125
"1520","2",3,600,3,2,75
"1521","1",2,950,2,1,39
"1522","1",3,1560,2,3,66
"1523","1",2,1201,2,2,27
"1524","2",2,1500,2,1,60
"1525","1",3,1785,3,2,75
"1526","3",2,1258,2,1,63.53
"1527","1",2,910,2,2,42
"1528","1",2,1297,2,2,112
"1529","1",2,1291,2,3,49
"1530","3",2,1070,2,2,42
"1531","1",2,1012,2,1,66.5
"1532","1",2,1260,2,3,57.6
"1533","1",2,1282,2,2,72
"1534","1",3,1843,3,2,92.15
"1535","2",4,2400,3,1.58437573755015,200
"1536","3",5,3356,5,2,105
"1537","1",4,2790,5,3,198
"1538","1",2,1330,2,1,86.98
"1539","1",3,1400,2,1,73
"1540","3",2,1192,2,1,71
"1541","3",2,1000,2,1,130
"1542","1",2,1297,2,2,103
"1543","1",1,1554.94202937352,1,0,17.835
"1544","1",3,1490,3,2,100
"1545","1",3,1373,3,2,72
"1546","1",2,1035,2,1,41.39
"1547","2",4,3750,4,0,210
"1548","1",2,1010,2,1,40.39
"1549","3",2,1195,2,1,42
"1550","1",3,1750,3,2,95
"1551","1",2,1052,2,2,50
"1552","1",2,1180,2,2,58
"1553","3",5,3680,4,2,440
"1554","3",3,2100,3,2,73
"1555","3",4,2863,4,1,140
"1556","1",2,1128,2,2,38.24
"1557","3",3,2700,3,1,450
"1558","1",2,1120,2,2,33.6
"1559","3",3,2424,3,2,90
"1560","3",2,1300,2,1,60
"1561","1",2,1090,2,2,32.69
"1562","3",3,2710,3,1,251
"1563","2",2,3040,1,1,180
"1564","1",3,1330,2,2,46.55
"1565","1",3,1427,2,1,80.63
"1566","1",3,1294,2,2,48
"1567","3",3,1580,3,2,75
"1568","2",5,400,5,1,200
"1569","2",3,1808,4,2,80.27
"1570","1",4,3516,4,3,540
"1571","1",2,1194,2,2,47
"1572","1",2,900,2,1,46
"1573","1",3,1310,2,3,50
"1574","1",2,900,2,1,46
"1575","3",4,3850,6,3,195
"1576","2",7,925,7,3,88
"1577","1",2,2400,1,1,150
"1578","1",2,1290,2,3,100
"1579","3",6,3770,6,3,110
"1580","1",3,1390,3,1,120
"1581","2",4,1200,4,2,72
"1582","3",2,845,2,1,33
"1583","1",3,1537,3,3,120
"1584","1",2,1135,2,2,68
"1585","1",3,1512,3,2,75.77
"1586","1",2,900,2,1,55
"1587","1",3,1230,3,3,54
"1588","1",3,1378,2,3,42.33
"1589","1",2,1277,2,1,61.3
"1590","1",3,1985,4,2,189
"1591","2",5,8000,5,1.58437573755015,500
"1592","1",2,1210,2,2,62
"1593","1",2,890,2,1.58437573755015,40
"1594","2",9,2550,9,0,360
"1595","2",4,1200,5,2,110
"1596","3",4,3198,4,3,200
"1597","1",3,1464,3,2,56
"1598","1",4,2483,5,2,215
"1599","2",4,1550,4,2,130
"1600","1",4,4111,4,1,310
"1601","1",2,975,2,2,37.5
"1602","1",3,2500,3,1,250
"1603","1",3,1690,3,1,125
"1604","1",2,1063,2,1,31.89
"1605","2",3,2572,3,3,390
"1606","4",3,2200,4,1.58437573755015,350
"1607","3",3,1600,3,0,80
"1608","1",3,1250,3,1,39.5
"1609","1",1,520,1,0,19.5
"1610","1",4,4000,5,1.58437573755015,212
"1611","3",3,1390,3,2,68
"1612","1",2,1185,2,2,40
"1613","1",2,1219,2,2,48
"1614","1",3,1564,2,1,92
"1615","1",4,1554.94202937352,6,0,228.5
"1616","1",2,1100,2,2,37.1
"1617","3",3,1300,2,0,60
"1618","2",3,1600,2,0,80
"1619","3",3,1600,3,2,75
"1620","1",3,1482,2,1,92
"1621","2",3,1000,4,3,66
"1622","1",2,1200,2,3,53
"1623","2",3,600,3,2,75
"1624","1",2,1200,2,0,58
"1625","2",6,600,4,0,60
"1626","3",3,2400,3,0,160
"1627","1",3,1469,3,1,89
"1628","1",1,551,1,1,30
"1629","1",2,1160,2,1,52
"1630","1",2,1205,2,1,78.5
